owner_org,fiscal_yr,service_id,service_name_en,service_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,authority_en,authority_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,program_id_code,client_target_groups,service_fee,cra_business_number,use_of_sin,online_applications,web_visits_info_service,calls_received,in_person_applications,email_applications,fax_applications,postal_mail_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr,harmonized_service_id,harmonized_service_name_en,harmonized_service_name_fr,owner_org_title
cbsa-asfc,2017-2018,CBSA_ASFC-008,Customs Broker Licencing and Examination Fee,Agrément des courtiers en douane et frais d'examen,EX,REG,8,"Broker Examination: The CBSA administers the Customs Broker Professional Exam annually.  The CBSA must ensure that the Customs Broker Professional Exams are marked, recorded and mailed to candidates within four weeks from the date of the exam.     
Broker Licence: Applications for customs broker licences are sent to the CBSA, which must ensure that the applicant meets the requirements as stated under the Customs Brokers Licensing Regulations. If all regulatory requirements are satisfied, the CBSA will issue a customs broker licence.","L’ASFC administre l’examen de compétences professionnelles des courtiers en douane tous les ans. Elle doit veiller à ce que les examens soient notés et enregistrés, et à ce que les résultats soient postés aux candidats dans un délai de 4 semaines à compter de la date de l’examen. 
Lorsqu’une demande d’agrément de courtier en douane est envoyée à l’ASFC, celle-ci doit s’assurer que le demandeur répond aux exigences prévues par le Règlement sur l’agrément des courtiers en douane. S’il est répondu à toutes les exigences réglementaires, l’ASFC délivre l'agrément de courtier en douane",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d1/d1-8-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d1/d1-8-1-fra.html, Trade Policy,Politique commerciale,1.7.2,ES,Y,N,N,0,0,0,0,0,0,25,NA,N,N,N,N,Y,ONL,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 08,Customs Broker Licencing and Examination Fee,Agrément des courtiers en douane et frais d'examen,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-009,Release Prior to Payment Privilege,Privilège de la mainlevée avant le paiement,EX,REG,8,Importers and customs brokers post security with the CBSA to obtain release of goods with deferred accounting and payment privileges. The security and billing information is entered into the Customs Commercial System and new clients are issued an account security number. This service also includes changes to security where the client already has an account security number.,"Les importateurs et les courtiers en douane déposent une garantie auprès de l’ASFC pour obtenir le privilège de la mainlevée des marchandises avec déclaration en détail et paiement reportés. L’information sur la garantie et la facturation est entrée dans le Système des douanes pour le secteur commercial, et les nouveaux clients se voient attribuer un numéro de compte-garantie. Ce service comprend en outre les changements à la garantie pour le client qui possède déjà un numéro de compte-garantie.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d17/d17-1-8-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d17/d17-1-8-fra.html, Trade Policy,Politique commerciale,1.7.2,ES,N,Y,N,0,0,0,0,0,0,1290,NA,N,N,N,N,N,EML,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 09,Release Prior to Payment Privilege,Privilège de la mainlevée avant le paiement,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-010,Duties Relief Program Application,Exonération des droits,EX,REG,8,"The CBSA receives and processes Duties Relief Program applications that enable qualified companies to import goods without paying duties, as long as they eventually export the goods. Before export, companies can further manufacture or use the goods in a limited manner without having to pay duties.","L'ASFC reçoit et traite les demandes du Programme d'exonération des droits, qui permet aux entreprises admissibles d'importer des marchandises sans payer les droits, pourvu qu'elles exportent par la suite les marchandises. Avant de les exporter, les entreprises peuvent transformer ou utiliser les marchandises d'une manière limitée sans avoir à payer les droits sur celles-ci",Customs Tariff,Tarif des douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-1-fra.html, Trade Compliance,Conformité dans les programmes commerciaux,1.7.3,ES,N,Y,N,0,0,0,0,0,0,21,NA,N,N,N,N,N,ONL,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 10,Duties Relief Program Application,Exonération des droits,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-011,Duty Free Shop Licence Application,"Demandes d""agrément de boutique hors taxes",EX,REG,8,"An application to operate a duty free shop is sent to the CBSA and the CBSA must ensure that the applicant meets the requirements as stated under the Duty Free Shop Regulations. If all regulatory requirements are satisfied,  the CBSA will issue a licence to operate a duty free shop.","Lorsqu'une demande pour opérer à titre de boutique hors taxes est envoyée à l'ASFC, celle-ci doit s'assurer que le demandeur réponde aux exigences prévues par le Règlement sur les boutiques hors taxes. S'il a répondu à toutes les exigences réglementaires, l'ASFC délivre l'agrément pour opérer à titre de boutique hors taxes",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d4/d4-3-2-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d4/d4-3-2-fra.html,  Trade Policy,Politique commerciale,1.7.2,ES,N,Y,N,0,0,0,0,0,0,2,NA,N,N,N,N,N,EML,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 11,Duty Free Shop Licence Application,"Demandes d""agrément de boutique hors taxes",Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-012,Coasting Trade Licence (CTL) Application,Demande de licence de cabotage,EX,REG,8,Issuance of CBSA letters of authorization or denial in relation to CTL applications to obtain a licence for admission to the coasting trade of Canada.,Envoi de lettres d’autorisation ou de refus de l’ASFC en réponse aux demandes pour licence de cabotage visant à obtenir une licence d’admission pour fins de cabotage au Canada.,Coasting Trade Act,Loi sur le cabotage,https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/c47-eng.html,https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/c47-fra.html, Trade Policy,Politique commerciale,1.7.2,ES,N,N,N,103,0,0,0,0,0,0,NA,N,N,Y,N,Y,EML,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 12,Coasting Trade Licence (CTL) Application,Demande de licence de cabotage,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-013,Cultural Property Export Permits,Biens culturels - Délvrance des licences d'exportation,EX,REG,8,"The export of controlled cultural property is subject to a permit procedure, which is administered by designated permit issuing officers at specified CBSA offices across Canada.",L’exportation de biens culturels contrôlés est soumise à une procédure de délivrance des licences qui est administrée par des agents de délivrance de licenses désignés dans certains bureaux de l’ASFC au Canada.,Cultural Property Export and Import Act,Loi sur l'exportation et l'importation de biens culturels,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-1-fra.html,Exportation of Cultural Property,Exportation de bien culturels,1.3,ES,N,N,NA,57,0,0,0,0,0,0,NA,N,N,N,N,N,NONE,"The value ""NA"" indicates that applications are not submitted by that channel. The values for some channels are listed as “ND” as the department does not have data available for FY 17-18",,cbsa-asfc - 13,Cultural Property Export Permits,Biens culturels - Délvrance des licences d'exportation,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-014,Request for Assistance Application for Intellectual Property Rights (IPR),Demande d'aide de droits de propriété intellectuelle,EX,REG,8,"Intellectual property rights holders may make a Request for Assistance (RFA) to have the CBSA share information regarding suspected counterfeit and/or pirated goods.  Once the RFA is approved, the RFA permits the CBSA to share limited and specific information allowing the rights holder to seek legal remedy in civil court.  The RFA is valid for 2 years from approval and can be extended on request.","Les titulaires de droits de propriété intellectuelle peuvent déposer une demande d’aide (DA) pour que l’ASFC leur transmette des renseignements concernant des marchandises susceptibles d’avoir été contrefaites ou piratées. Une fois la DA approuvée, l’ASFC est autorisée à communiquer des renseignements précis et limités, permettant aux titulaires de droits d’exercer un recours judiciaire devant un tribunal civil. La DA est valide pendant deux ans suivant son approbation et il est possible d’en prolonger la durée sur demande.",Combating Counterfeit Products Act,Loi visant à combattre la contrefaçon de produits,https://www.cbsa-asfc.gc.ca/security-securite/ipr-dpi/menu-eng.html,https://www.cbsa-asfc.gc.ca/security-securite/ipr-dpi/menu-fra.html, Admissibility Determination,Détermination de l'admissibilté,1.3,ES,N,N,NA,0,0,0,0,56,0,0,NA,N,N,Y,NA,Y,NONE,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 14,Request for Assistance Application for Intellectual Property Rights (IPR),Demande d'aide de droits de propriété intellectuelle,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-020,Drawback Claims,Demandes de drawback,EX,REG,8,"The CBSA receives and processes drawback claims, which is a refund of customs duties on imported goods that have been exported. Claimants can export goods in the same condition they were imported, or before export they can further manufacture or use them in a limited manner without affecting the refund amount.","L’ASFC reçoit et traite les demandes de drawback, qui portent sur le remboursement des droits de douane payés sur les marchandises importées qui sont par la suite exportées. Les demandeurs peuvent exporter les marchandises dans le même état dans lequel elles ont été importées ou, avant de les exporter, ils peuvent les transformer ou les utiliser d’une manière limitée sans influer sur le montant du remboursement.",Customs Tariff,Tarif des douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d7/d7-4-2-fra.html, Trade Compliance,Conformité dans les programmes commerciaux,1.7.3,ES,N,Y,N,0,0,0,0,0,0,3185,NA,N,N,N,N,N,ONL,"The value ""NA"" indicates that applications are not submitted by that channel. The values for some channels are listed as “ND” as the department does not have data available for FY 17-18",,cbsa-asfc - 20,Drawback Claims,Demandes de drawback,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-015,"Commercial Processing (highway, air, rail, marine, postal and courier). Release on Minimum Documentation (RMD) - Electronic Data Interchange (EDI).","Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries).  Mainlevée contre documentation minimale (MDM) - Échange de données informatisé (EDI).",EX,REG,7,Importers and customs brokers must obtain a release decision of commercial goods from the CBSA by presenting a properly completed accounting document or submitting an interim accounting Release on Minimum Documentation (RMD).  This service facilitates the release of legitimate commercial goods through minimal intervention within established service standards.," Les importateurs et les courtiers en douane doivent obtenir de l'ASFC une décision de mainlevée des marchandises commerciales, en présentant un document de déclaration en détail dûment rempli ou une déclaration en détail provisoire aux fins de la mainlevée contre documentation minimale (MDM).  Ce service facilite la mainlevée des marchandises commerciales légitimes avec intervention minimale selon les normes de service établies.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/import/release-dedouanement-eng.html,https://www.cbsa-asfc.gc.ca/import/release-dedouanement-fra.html, Admissibility Determination,Détermination de l'admissibilté,1.3.1,ES,N,Y,N,20293929,0,0,1137447,0,0,0,NA,Y,Y,Y,NA,N,NONE,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 15,"Commercial Processing (highway, air, rail, marine, postal and courier). Release on Minimum Documentation (RMD) - Electronic Data Interchange (EDI).","Traitement commercial (routier, aérien, ferrovaire,maritime, postaux et messageries).  Mainlevée contre documentation minimale (MDM) - Échange de données informatisé (EDI).",Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-016,Processing Vehicle Import Forms 1 and 3,Traitment des formulaires d'importation de véhicles 1 et 3,EX,REG,8,"Clients importing vehicles into Canada for a temporary or permanent purpose are required to seek authorization.  CBSA processes vehicle import forms, on behalf of Transport Canada, and determines the admissibility of all vehicles at ports of entry.  The CBSA is responsible for ensuring  imported vehicles meet the requirements of the legislation and authorize the entry of the vehicle.","Les clients qui importent des véhicules au Canada, que ce soit de façon temporaire ou permanente, doivent demander l’autorisation. L’ASFC traite les formulaires d’importation de véhicules au nom de Transports Canada et détermine l’admissibilité de tous les véhicules aux bureaux d’entrée. L’ASFC est responsable de veiller à ce que les véhicules importés respectent les exigences de la loi et est responsable d’autoriser l’entrée du véhicule.",Motor Vehicle Safety Act and Motor Vehicle Safety Regulations,Loi sur la sécurité automobile/Règlement sur la sécurité des véhicules automobiles,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-12-1-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-12-1-fra.html,Admissibility Determination,Détermination de l'admissibilté,1.3,ES,N,N,NA,0,0,0,26593,0,0,0,NA,NA,NA,NA,NA,NA,NONE,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 16,Processing Vehicle Import Forms 1 and 3,Traitment des formulaires d'importation de véhicles 1 et 3,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-018,B2 Commercial Adjustments,Rajustements du secteur commercial (B2),EX,REG,8,"Requests for commercial refunds are received, reviewed and processed in the Customs Commercial System by select regional Trade Services Offices.  If approved, a credit is issued to the client.","Les demandes de remboursement du secteur commercial sont reçues, examinées et traitées dans le Système des douanes pour le secteur commercial par des bureaux sélectionnés des Services commerciaux dans les régions. Si la demande est approuvée, un crédit est émis au client.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/publications/dm-md/d6/d6-2-3-eng.html,https://www.cbsa-asfc.gc.ca/publications/dm-md/d6/d6-2-3-fra.html, Trade Policy,Politique commerciale,1.7.2,ES,N,Y,N,0,0,0,0,0,0,164232,NA,N,N,N,N,N,ONL,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 18,B2 Commercial Adjustments,Rajustements du secteur commercial (B2),Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-019,Advance Rulings and National Customs Rulings,Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND),EX,REG,8,"Section 43.1 of the Customs Act allows members of the trading community to request a binding ruling from the CBSA on the Free Trade Agreement (FTA) Origin, Tariff Classification, or Marking of goods imported from a North American Free Trade Agreement (NAFTA) country in advance of the importation of goods. The CBSA also issues NCRs for valuation purposes, for non-FTA origin goods and marking of goods imported from non-NAFTA countries. These services provide the importing trade community with a measure of predictability and certainty as to how goods are to be accounted for with the CBSA.","En vertu de l’article 43.1 de la Loi sur les douanes, les négociants peuvent demander à l’ASFC une décision exécutoire concernant l’origine dans le cas de marchandises d'un pays visé par un accord de libre-échange (ALE), le classement tarifaire ou le marquage de marchandises importées d’un pays de l'Accord de libre-échange nord-américain (ALENA), avant l’importation des marchandises. L’ASFC rend également des DND aux fins de l’établissement de la valeur, de l'origine dans le cas de marchandises d’un pays non visé par un ALE, et du marquage de marchandises importées d’un pays autre qu’un pays ALENA. Ces services offrent aux négociants un degré de prévisibilité et de certitude quant à la déclaration en détail des marchandises à faire à l’ASFC.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/import/ar-da/menu-eng.html,https://www.cbsa-asfc.gc.ca/import/ar-da/menu-fra.html,Trade Policy,Politique commerciale,1.7.2,ES,N,Y,N,0,0,0,0,0,0,1390,NA,N,N,N,N,N,ONL,"The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 19,Advance Rulings and National Customs Rulings,Décisions anticipées concernant le classement tarifaire et l'origine (accords de libre-échange) et décisions nationales des douanes (DND),Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-021,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,EX,REG,1,"To participate in the NEXUS Program, an applicant must submit, along with the requisite application fee, either an online application through the  new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through one of its Canadian Processing Centres (either in Montreal, QC, or Niagara Falls, ON). The application processing involves a risk assessment of the clients by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme NEXUS, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadien (soit à Montréal, QC, ou à Niagara Falls, ON). Le traitement de la demande comprend une évaluation des risques du demandeur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences du programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP et de l'ASFC pour finaliser l'enregistrement",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/prog/nexus/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/nexus/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,1.2.1,PP,Y,NA,N,345721,0,56822,0,0,0,41962,Y,Y,Y,Y,N,Y,"EML,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 21,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-022,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,EX,REG,8,"To participate in one of the CANPASS Programs (Private Aircraft/Corporate Aircraft), an applicant must submit a paper application, along with the requisite application fee, to the CBSA, which will process the application through one of its Canadian Processing Centres (Surrey, BC, Montreal, QC, and Niagara Falls, ON). The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the applied-for program.","Pour participer à l'un des programmes CANPASS (CANPASS Aéronef privé/Aéronef d'affaires), le demandeur doit soumettre une demande papier avec les frais exigés à l'Agence des services frontaliers du Canada, laquelle traitera la demande dans l'un des Centres de traitement canadiens (Surrey, C.-B.; Montréal, QC; et Niagara Falls, ON).  Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme qui fait l'objet de la demande.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/prog/canpass/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/canpass/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,1.2.1,PP,Y,NA,NA,0,0,1304,0,0,0,3236,NA,N,N,N,N,N,"EML,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 22,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-025,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),EX,REG,8,"To participate in the CDRP, a client must submit a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. The application processing involves a risk assessment of the clients to determine whether they meet the requirements to participate in the program.","Pour participer au PICSC, le demandeur doit soumettre une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Le traitement de la demande comprend une évaluation des risques du demandeur pour déterminer s'il répond aux exigences du programme.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/cdrp-picsc/menu-fra.html,Trusted Traveller,Voyageurs dignes de confiance,1.2.1,PP,N,NA,NA,0,0,462,0,0,0,533,NA,N,N,N,N,N,"EML,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 25,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-023,Remote Area Border Crossing (RABC) Permit Application,Permis de Passage à la frontiète dans les régions éloignées (PFRE),EX,REG,8,"The RABC program facilitates the border clearance process for individuals wishing to cross the border into Canada in the following remote areas:
•from Pigeon River, ON, through to and including Lake of the Woods;
•the Canadian shore of Lake Superior;
•Cockburn Island, ON;
•Sault Ste. Marie, ON, (upper lock system).
The RABC permit applications can be submitted by mail to the Thunder Bay CBSA office or in person at one of five POEs: Fort Frances, Rainy River, Pigeon River, Sault Ste. Marie, and Emerson West Lynne. Applications are processed in Thunder Bay.","Le programme de passage à la frontière dans les régions éloignées (PFRE) facilite les formalités douanières pour les personnes qui souhaitent traverser la frontière canadienne dans les régions éloignées suivantes :
• la zone s’étendant de Pigeon River, en Ontario, jusqu’au lac des Bois inclusivement;
• la rive canadienne du lac Supérieur;
• l’île Cockburn en Ontario;
• Sault Ste. Marie en Ontario (système des écluses en amont).
Les demandes de permis dans le cadre du programme de PFRE peuvent être présentées par courrier au bureau de l’ASFC à Thunder Bay ou en personne à l’un des cinq bureaux d’entrée suivants : Fort Frances, Rainy River, Pigeon River,  Sault Ste. Marie et Emerson West Lynne. Les demandes sont traitées à Thunder Bay.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/bsf386-eng.html,https://www.cbsa-asfc.gc.ca/publications/forms-formulaires/bsf386-fra.html,Trusted Traveller,Voyageurs dignes de confiance,1.2.1,PP,Y,NA,NA,0,0,0,3920,0,0,9110,NA,N,N,N,N,N,"IP,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 23,Remote Area Border Crossing (RABC) Permit Application,Permis de Passage à la frontiète dans les régions éloignées (PFRE),Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-024,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),EX,REG,1,"To participate in the FAST Program, an applicant must submit, along with the requisite application fee, either an online application through the new Trusted Traveller Programs Portal that is operated by US Customs and Border Protection (CBP), or a paper application to the CBSA, which will process the application through its Canadian Processing Centre in Niagara Falls, ON. Only drivers have to submit an application form and fees. Importers and carriers must be approved in the CSA program and must have signed a PIP memorandum of understanding to be eligible for FAST. The application processing involves a risk assessment of the applicant, carrier and importer by both the US CBP and the CBSA to determine whether they meet the requirements to participate in the program, followed by an interview at an enrolment center by CBP and CBSA officers to finalize enrolment.","Pour participer au programme EXPRES, le demandeur doit soumettre, avec les frais exigés, soit une demande en ligne au moyen du Trusted Traveler Programs (TTP) System exploité par le Customs and Border Protection (CBP) des États-Unis, soit une demande papier à l'Agence des services frontaliers du Canada, laquelle traitera la demande au Centre de traitement canadien à Niagara Falls (ON). Seulement les chauffeurs doivent soumettre un formulaire de demande de participation et les frais de traitement. Les transporteurs et importateurs canadiens sont automatiquement approuvés pour le programme EXPRES lorsqu'ils deviennent des membres approuvés des programmes d'autocotisation des douanes (PAD) et partenaires en protection (PEP).  Le traitement de la demande comprend une évaluation des risques du demandeur, transporteur et importateur par le CBP des États-Unis et par l'ASFC pour déterminer s'il répond aux exigences pour participer au programme, suivi d'une entrevue à un centre de l'enregistrement par un agent du CBP ou de l'ASFC pour finaliser l'enregistrement.",Customs Act,Loi sur les douanes,https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-eng.html,https://www.cbsa-asfc.gc.ca/prog/fast-expres/menu-fra.html, Trusted Traveller,Voyageurs dignes de confiance,1.2.1,PP,Y,NA,NA,9473,0,5806,0,0,0,1777,Y,Y,Y,Y,NA,N,"EML,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 24,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-031,Immigration Secondary (Temporary Resident Program)- Work Permit,Immigration secondaire (Programme des résidents temporaires) Permis de travail,EX,REG,3,The Temporary Resident- Work Permit processing (intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis de travail - résidents temporaires dans les points d’entrée canadiens.,Immigration and Refugee Protection Act (IRPA),Loi sur l’immigration et la protection des réfugiés (LIPR),https://www.cbsa-asfc.gc.ca/noncan-eng.html,https://www.cbsa-asfc.gc.ca/noncan-fra.html,Admissibility Determination,Détermination de l'admissibilté,1.3,PP,Y,NA,NA,0,0,0,234514,0,0,0,NA,N,N,N,N,N,"EML,IP,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 31,Immigration Secondary (Temporary Resident Program) - Work Permit,Immigration secondaire (Programme des résidents temporaires) Permis de travail,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-032,Immigration Secondary (Temporary Resident Program)- Study Permit,Immigration secondaire (Programme des résidents temporaires) Permis d'études,EX,REG,3,The Temporary Resident- Study Permit applications processing(intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis pour études  - résidents temporaires dans les points d’entrée canadiens.,Immigration and Refugee Protection Act (IRPA),Loi sur l’immigration et la protection des réfugiés (LIPR),https://www.cbsa-asfc.gc.ca/noncan-eng.html,https://www.cbsa-asfc.gc.ca/noncan-fra.html, Admissibility Determination,Détermination de l'admissibilté,1.3,PP,Y,NA,NA,0,0,0,164409,0,0,0,NA,N,N,N,N,N,"EML,IP,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 32,Immigration Secondary (Temporary Resident Program) - Study Permit,Immigration secondaire (Programme des résidents temporaires) Permis d'études,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-033,Immigration Secondary -(Temporary Resident Program) Temporary Resident Permit,Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire,EX,REG,3,Issuance of Temporary Resident Permits for inadmissible persons.,Délivrance de permis de séjour temporaire aux personnes interdites de territoire.,Immigration and Refugee Protection Act (IRPA),Loi sur l’immigration et la protection des réfugiés (LIPR),https://www.cbsa-asfc.gc.ca/noncan-eng.html,https://www.cbsa-asfc.gc.ca/noncan-fra.html,Admissibility Determination,Détermination de l'admissibilté,1.3,PP,Y,NA,NA,0,0,0,7095,0,0,0,NA,N,N,N,N,N,"EML,IP,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel.",,cbsa-asfc - 33,Immigration Secondary (Temporary Resident Program) Temporary Resident Permit,Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire,Canada Border Services Agency | Agence des services frontaliers du Canada
cbsa-asfc,2017-2018,CBSA_ASFC-034,Immigration Secondary - Criminal Rehabilitation,Immigration secondaire - Réhabilitation criminelle,EX,REG,3,Application for rehabilitation for persons who are inadmissible to Canada.,Demande de réhabilitation pour les personnes qui sont interdites de territoire au Canada.,Immigration and Refugee Protection Act (IRPA),Loi sur l’immigration et la protection des réfugiés (LIPR),https://www.cbsa-asfc.gc.ca/travel-voyage/inadmissibility-interdiction-eng.html,https://www.cbsa-asfc.gc.ca/travel-voyage/inadmissibility-interdiction-fra.html, Admissibility Determination,Détermination de l'admissibilté,1.3,PP,Y,NA,NA,0,0,0,0,0,0,0,NA,N,N,N,N,N,"EML,IP,ONL,TEL","The value ""NA"" indicates that applications are not submitted by that channel. The values for some channels are listed as “ND” as the department does not have data available for FY 17-18",,cbsa-asfc - 34,Immigration Secondary - Criminal Rehabilitation,Immigration secondaire - Réhabilitation criminelle,Canada Border Services Agency | Agence des services frontaliers du Canada
