owner_org,fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,service_std_target,gcss_tool_fiscal_yr,realtime_result_url_en,realtime_result_url_fr,q1_performance_result,q1_business_volume,q2_performance_result,q2_business_volume,q3_performance_result,q3_business_volume,q4_performance_result,q4_business_volume,owner_org_title,performance,Standard Unique Identifier,New Service ID
cbsa-asfc,2017-2018,CBSA_ASFC-042,CBSA-042-02,2. Enforcement appeals decided in 180 calendar days.,2. Les appels portant sur des mesures d'exécution sont tranchés dans un délai de 180 jours civils.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,TML,80.00%,2017-2018,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-fra.html,784,1031,852,1014,893,1089,783,1017,Canada Border Services Agency | Agence des services frontaliers du Canada,79.80%,2017-2018-cbsa-asfc-042,cbsa-asfc - 42
cbsa-asfc,2017-2018,CBSA_ASFC-043,CBSA-043-01,1. The CBSA will aim to acknowledge the receipt of the client's trade appeal submission within 10 calendar days.,1.  L'ASFC tâche d'accuser réception des appels relatifs aux programmes commerciaux du demandeur dans un délai de 10 jours civils.,https://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,https://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,TML,85.00%,2017-2018,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-fra.html,40,120,75,139,60,132,89,129,Canada Border Services Agency | Agence des services frontaliers du Canada,50.80%,2017-2018-cbsa-asfc-043,cbsa-asfc - 43
cbsa-asfc,2017-2018,CBSA_ASFC-043,CBSA-043-02,2. Trade appeals decided in 180 calendar days.,2. Les appels relatifs aux programmes commerciaux sont tranchés dans un délai de 180 jours civils.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,TML,75.00%,2017-2018,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-fra.html,79,172,75,144,80,163,72,172,Canada Border Services Agency | Agence des services frontaliers du Canada,47.00%,2017-2018-cbsa-asfc-043,cbsa-asfc - 43
cbsa-asfc,2017-2018,CBSA_ASFC-044,CBSA-044-01,1. Access to Information Act.  Response is provided within 30 days following receipt of request; the response time may be extended pursuant to section 9 of the Access to Information Act. A notice of extension is to be sent within initial 30 days after receipt of request.  Requests cannot be extended after the first 30 calendar days have elapsed.,1. Loi sur l'accès à l'information.  Une réponse est fournir dans les 30 jours suivant la réception de la demande; le délai de réponse peut être prolongé aux termes de l'article 9 de la Loi sur l'accès à l'information. Un avis de prolongation doit être envoyé dans les 30 jours suivant la réception de la demande.  Il n'est pas possible de demander la prorogation d'un délai une fois que les 30 premiers jours se sont écoulés.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,TML,90.00%,2017-2018,NA,NA,1406,1671,1401,1621,1612,1817,1857,2110,Canada Border Services Agency | Agence des services frontaliers du Canada,86.90%,2017-2018-cbsa-asfc-044,cbsa-asfc - 44
cbsa-asfc,2017-2018,CBSA_ASFC-044,CBSA-044-02,2. Privacy Act. Response is provided within 30 days following receipt of request; the response time may be extended pursuant to section 15 ofthe Privacy Act. A notice of extension is to be sent within initial 30 days after receipt of request.  Requests cannot be extended after the first 30 calendar days have elapsed.,2. Loi sur la protection des renseignements personnels.  Une réponse est fournir dans les 30 jours suivant la réception de la demande; le délai de réponse peut être prolongé aux termes de l l'article 15 de la Loi sur la protection des renseignements personnels. Un avis de prolongation doit être envoyé dans les 30 jours suivant la réception de la demande.  Il n'est pas possible de demander la prorogation d'un délai une fois que les 30 premiers jours se sont écoulés.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,TML,90.00%,2017-2018,NA,NA,2819,3219,3054,3307,3392,3534,3063,3515,Canada Border Services Agency | Agence des services frontaliers du Canada,90.80%,2017-2018-cbsa-asfc-044,cbsa-asfc - 44
cfia-acia,2017-2018,1,1,Permission simple application,Permission demande simple,http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,2,"Permission, ministerial exemption for fresh fruit and vegetables","Permission, exemtion ministerielle pour les fruits et légumes frais",http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,3,"Permission, ministerial exemption for processeand maple products",Exemptions ministérielles et Permissions de transport de produits transformés et Autorisations touchant les produits de l'érable,http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,4,"Permission, complex application","Permission, demande complexe exigeant l'examen par un spécialiste",http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,5,Application for Feed Registration and Ingredient Approval,demande d'enregistrement d'aliments du bétail et d'approbation d'ingrédients,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,50,1975,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,2.50%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,6,Veterinary Biologics,produits biologiques vétérinaires,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,100,1251,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,8.00%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,1,7,Fertilizer and Supplement Registration,demande d'engrais ou de supplément en enregistrement,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,94,545,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,17.20%,2017-2018-cfia-acia-1,cfia-acia - 01
cfia-acia,2017-2018,4,8,Issuance of food safety recalls class I,publication des avis de rappel de salubrité alimentaire,http://inspection.gc.ca/about-the-cfia/accountability/reports-to-parliament/2017-2018-drr/eng/1534973902487/1534974070898#a5a,http://inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/rapports-au-parlement/2017-2018-rapport-sur-les-resultats-ministeriels/fra/1534973902487/1534974070898,TML,1.00%,2013-2014,NA,NA,0,0,0,0,0,0,94,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-4,cfia-acia - 04
cfia-acia,2017-2018,4,9,Issuance of food safety recalls class II,publication des avis de rappel de salubrité alimentaire,http://inspection.gc.ca/about-the-cfia/accountability/reports-to-parliament/2017-2018-drr/eng/1534973902487/1534974070898#a5a,http://inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/rapports-au-parlement/2017-2018-rapport-sur-les-resultats-ministeriels/fra/1534973902487/1534974070898,TML,95.00%,2013-2014,NA,NA,0,0,0,0,0,0,89,0,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,0.00%,2017-2018-cfia-acia-4,cfia-acia - 04
cic,2017-2018,1,1,IRCC’s goal is to process applications submitted outside Canada for a work permit within 2 months. This does not include the Live-in Caregiver Program.,IRCC s’efforcera de traiter les demandes de permis de travail présentées à l’étranger au titre de tous les programmes (à l’exception du Programme des aides familiaux résidants) en deux mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,70866,75969,52424,57661,43118,48649,83632,87687,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",92.60%,2017-2018-cic-1,cic - 01
cic,2017-2018,1,2,IRCC’s goal is to process applications submitted in Canada for a work permit (new or same employer) within 4 months.,IRCC s’efforcera de traiter les demandes de permis de travail (nouvel ou même employeur) présentées au Canada en l’espace de quatre mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,43187,44743,55118,56875,61300,62999,61112,62935,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",97.00%,2017-2018-cic-1,cic - 01
cic,2017-2018,10,1,IRCC’s goal is to process applications submitted outside Canada for a new study permit within 2 months.,IRCC s’efforcera de traiter les nouvelles demandes de permis d’études présentées à l’étranger en l’espace de deux mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,66808,71519,105183,115276,75968,82482,53455,57994,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",92.10%,2017-2018-cic-10,cic - 11
cic,2017-2018,10,2,IRCC’s goal is to process applications submitted in Canada for a study permit submitted in Canada within 4 months.,IRCC s’efforcera de traiter les demandes de permis d’études (nouveau permis et prorogation) présentées au Canada en l’espace de quatre mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,29601,29901,59277,59652,34857,35237,23563,23978,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.00%,2017-2018-cic-10,cic - 11
cic,2017-2018,11,1,IRCC’s goal is to process applications for a work permit under International Experience Canada within 8 weeks (56 days or less).,IRCC a pour objectif de traiter toutes les demandes de permis de travail remplies dans le cadre d’Expérience internationale Canada dans un délai de 8 semaines (56 jours ou moins).,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,100.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,16939,17815,13793,14814,7578,8354,32095,33459,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",94.60%,2017-2018-cic-11,cic - 12
cic,2017-2018,12,1,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Federal Skilled Worker Program within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues, par le biais d’Entrée express, au titre du Programme des travailleurs qualifiés (fédéral).",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,2288,2440,10264,10503,6493,6991,3203,3899,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",93.40%,2017-2018-cic-12,cic - 13
cic,2017-2018,13,1,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Skilled Trades Program within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues par le biais d’Entrée express, au titre du Programme des travailleurs de métiers spécialisés.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,93,130,90,119,124,139,186,206,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",83.00%,2017-2018-cic-13,cic - 14
cic,2017-2018,14,1,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Canadian Experience Class within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues, par le biais d’Entrée express, au titre de la catégorie de l’expérience canadienne.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,6330,6510,5630,5951,10138,10770,3010,3387,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",94.30%,2017-2018-cic-14,cic - 15
cic,2017-2018,18,1,IRCC’s goal is to process applications submitted outside Canada for a live-in caregiver work permit within 16 months.,IRCC s’efforcera de traiter les demandes de permis de travail présentées à l’étranger au titre du Programme des aides familiaux résidants en l’espace de 16 mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,0,1962,0,1093,0,2921,0,3253,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-18,cic - 19
cic,2017-2018,20,1,IRCC’s goal is to process applications under the Quebec-selected Skilled Worker Programs within 11 months. This does not include the time it takes the province to process.,L’objectif d'IRCC est de traiter dans un délai de 11 mois les demandes présentées au titre du Programme des travailleurs qualifiés sélectionnés par le Québec. Cela ne comprend pas le temps de traitement par la province.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,2719,4010,638,1579,241,2528,153,3820,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",31.40%,2017-2018-cic-20,cic - 21
cic,2017-2018,22,1,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Provincial Nominee Program within 6 months. This does not include the time it takes the province to process.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues par le biais d’Entrée express, au titre du Programme des candidats des provinces. Cela ne comprend pas le temps de traitement par la province.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,1702,1995,1458,2288,1386,2069,2496,2889,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",76.20%,2017-2018-cic-22,cic - 23
cic,2017-2018,22,2,IRCC’s goal is to process all paper applications under the Provincial Nominee Program within 11 months. This does not include the time it takes the province to process.,L’objectif d'IRCC est de traiter dans un délai de 11 mois les demandes papier présentées au titre du Programme des candidats des provinces. Cela ne comprend pas le temps de traitement par la province.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,1363,5228,597,1820,287,3771,851,7474,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",16.90%,2017-2018-cic-22,cic - 23
cic,2017-2018,23,1,"IRCC’s goal is to process applications under Family Class (Overseas - spouses, partners and dependent children) within 12 months.","IRCC s’efforcera de traiter en l’espace de 12 mois les demandes présentées au titre de la catégorie du regroupement familial (à l’étranger – époux, conjoints de fait, partenaires conjugaux et enfants à charge).",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,7356,9902,4098,5988,5784,8655,9339,11822,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",73.10%,2017-2018-cic-23,cic - 24
cic,2017-2018,3,1,IRCC’s goal is to issue opinions to employers on exemption from a Labour Market Impact Assessment (LMIA) within 14 days.,IRCC s’efforcera de délivrer les avis fournis aux employeurs sur la dispense de l’étude d’impact sur le marché du travail (EIMT) en 14 jours.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-3,cic - 04
cic,2017-2018,36,1,IRCC’s goal is to issue an acknowledgement of receipt of all proposals under grant and contribution programs within 10 days from the closing date of the Call for Proposals.,IRCC s’efforcera de délivrer un accusé de réception pour toutes les propositions au titre des programmes de subventions et de contributions dans les 10 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-36,cic - 38
cic,2017-2018,36,2,IRCC’s goal is to inform applicants in writing of our decision about their eligibility for further processing within 40 days from the closing date of the Call for Proposals.,IRCC s’efforcera d’informer par écrit les demandeurs de la décision du Ministère relativement à la recevabilité de leur demande aux fins de traitement dans les 40 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-36,cic - 38
cic,2017-2018,36,3,"IRCC’s goal is to advise applicants within 125 days of the close of the Call for Proposals if:
their application will proceed for negotiation of a contribution agreement between IRCC and the submitting party; or
IRCC needs more time before issuing a decision.","IRCC vise à informer le requérant dans les 125 jours suivant la clôture de l’appel de propositions si :
sa demande passera à l’étape de la négociation d’une entente de contribution entre IRCC et l’auteur de la demande; ou
IRCC a besoin de plus de temps pour rendre une décision.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-36,cic - 38
cic,2017-2018,4,2,"IRCC’s goal is for most clients to obtain automated approvals for electronic travel authorizations within 5 minutes. Should clients not receive a decision within 5 minutes, IRCC’s goal is to send a correspondence with next steps within 72 hours.","L’objectif d’IRCC est que la plupart des clients obtiennent l’approbation automatisée de leur demande d’autorisation de voyage électronique dans un délai de cinq minutes. Si les clients ne reçoivent pas de décision dans les cinq minutes, l’objectif d’IRCC est de leur envoyer une correspondance expliquant les prochaines étapes dans les 72 heures.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,1072082,1258126,1033535,1230669,544751,658236,708459,821756,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",84.60%,2017-2018-cic-4,cic - 05
cic,2017-2018,41,1,IRCC’s goal is to issue an acknowledgement of receipt of all proposals under grant and contribution programs within 10 days from the closing date of the Call for Proposals.,IRCC s’efforcera de délivrer un accusé de réception pour toutes les propositions au titre des programmes de subventions et de contributions dans les 10 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-41,cic - 42
cic,2017-2018,41,2,IRCC’s goal is to inform applicants in writing of our decision about their eligibility for further processing within 40 days from the closing date of the Call for Proposals.,IRCC s’efforcera d’informer par écrit les demandeurs de la décision du Ministère relativement à la recevabilité de leur demande aux fins de traitement dans les 40 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-41,cic - 42
cic,2017-2018,41,3,"IRCC’s goal is to advise applicants within 125 days of the close of the Call for Proposals if:
their application will proceed for negotiation of a contribution agreement between IRCC and the submitting party; or
IRCC needs more time before issuing a decision.","IRCC vise à informer le requérant dans les 125 jours suivant la clôture de l’appel de propositions si :
sa demande passera à l’étape de la négociation d’une entente de contribution entre IRCC et l’auteur de la demande; ou
IRCC a besoin de plus de temps pour rendre une décision.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-41,cic - 42
cic,2017-2018,42,1,IRCC’s goal is to issue an acknowledgement of receipt of all proposals under grant and contribution programs within 10 days from the closing date of the Call for Proposals.,IRCC s’efforcera de délivrer un accusé de réception pour toutes les propositions au titre des programmes de subventions et de contributions dans les 10 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-42,cic - 43
cic,2017-2018,42,2,IRCC’s goal is to inform applicants in writing of our decision about their eligibility for further processing within 40 days from the closing date of the Call for Proposals.,IRCC s’efforcera d’informer par écrit les demandeurs de la décision du Ministère relativement à la recevabilité de leur demande aux fins de traitement dans les 40 jours suivant la date de clôture de l’appel de propositions.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-42,cic - 43
